timestamp,user,action,response_time_ms
2026-09-24 21:11:51,user2,logout,603
2026-09-24 21:11:52,user1,login,666
2026-09-24 21:11:53,user4,purchase,492
2026-09-24 21:11:54,user1,search,556
2026-09-24 21:11:55,user1,search,870
2026-09-24 21:11:56,user5,logout,83
2026-09-24 21:11:57,user2,view,432
2026-09-24 21:11:58,user4,login,753
2026-09-24 21:11:59,user2,logout,153
2026-09-24 21:12:00,user4,logout,943
2026-09-24 21:12:01,user2,logout,477
2026-09-24 21:12:02,user1,view,422
2026-09-24 21:12:03,user2,logout,473
2026-09-24 21:12:04,user4,purchase,196
2026-09-24 21:12:05,user4,search,883
2026-09-24 21:12:06,user1,login,334
2026-09-24 21:12:07,user3,logout,61
2026-09-24 21:12:08,user3,search,379
2026-09-24 21:12:09,user5,search,930
2026-09-24 21:12:10,user3,purchase,241
2026-09-24 21:12:11,user1,view,250
2026-09-24 21:12:12,user4,purchase,915
2026-09-24 21:12:13,user2,login,505
2026-09-24 21:12:14,user4,purchase,965
2026-09-24 21:12:15,user3,view,881
2026-09-24 21:12:16,user1,search,538
2026-09-24 21:12:17,user1,purchase,311
2026-09-24 21:12:18,user3,search,96
2026-09-24 21:12:19,user2,search,139
2026-09-24 21:12:20,user5,purchase,929
2026-09-24 21:12:21,user2,logout,728
2026-09-24 21:12:22,user5,login,916
2026-09-24 21:12:23,user3,purchase,591
2026-09-24 21:12:24,user4,purchase,592
2026-09-24 21:12:25,user5,view,83
2026-09-24 21:12:26,user2,view,177
2026-09-24 21:12:27,user2,view,746
2026-09-24 21:12:28,user4,search,374
2026-09-24 21:12:29,user1,logout,972
2026-09-24 21:12:30,user1,login,412
2026-09-24 21:12:31,user2,login,313
2026-09-24 21:12:32,user1,logout,407
2026-09-24 21:12:33,user5,search,288
2026-09-24 21:12:34,user5,purchase,924
2026-09-24 21:12:35,user4,login,256
2026-09-24 21:12:36,user1,search,921
2026-09-24 21:12:37,user3,logout,643
2026-09-24 21:12:38,user5,view,355
2026-09-24 21:12:39,user3,search,216
2026-09-24 21:12:40,user3,search,962
2026-09-24 21:12:41,user1,logout,309
2026-09-24 21:12:42,user2,login,835
2026-09-24 21:12:43,user3,search,316
2026-09-24 21:12:44,user4,search,540
2026-09-24 21:12:45,user3,login,298
2026-09-24 21:12:46,user2,login,190
2026-09-24 21:12:47,user3,logout,881
2026-09-24 21:12:48,user2,view,59
2026-09-24 21:12:49,user1,purchase,946
2026-09-24 21:12:50,user4,search,207
2026-09-24 21:12:51,user4,search,954
2026-09-24 21:12:52,user4,login,693
2026-09-24 21:12:53,user2,logout,267
2026-09-24 21:12:54,user2,logout,649
2026-09-24 21:12:55,user4,login,657
2026-09-24 21:12:56,user1,search,55
2026-09-24 21:12:57,user1,view,168
2026-09-24 21:12:58,user1,search,899
2026-09-24 21:12:59,user1,view,757
2026-09-24 21:13:00,user2,purchase,579
2026-09-24 21:13:01,user5,login,879
2026-09-24 21:13:02,user4,search,139
2026-09-24 21:13:03,user2,view,65
2026-09-24 21:13:04,user5,login,813
2026-09-24 21:13:05,user2,purchase,129
2026-09-24 21:13:06,user5,purchase,988
2026-09-24 21:13:07,user1,purchase,423
2026-09-24 21:13:08,user1,purchase,179
2026-09-24 21:13:09,user1,search,509
2026-09-24 21:13:10,user1,purchase,552
2026-09-24 21:13:11,user2,purchase,646
2026-09-24 21:13:12,user2,login,791
2026-09-24 21:13:13,user2,purchase,938
2026-09-24 21:13:14,user3,login,612
2026-09-24 21:13:15,user3,search,528
2026-09-24 21:13:16,user2,purchase,508
2026-09-24 21:13:17,user4,view,224
2026-09-24 21:13:18,user4,purchase,340
2026-09-24 21:13:19,user1,logout,676
2026-09-24 21:13:20,user4,login,640
2026-09-24 21:13:21,user1,logout,257
2026-09-24 21:13:22,user3,purchase,689
2026-09-24 21:13:23,user1,view,760
2026-09-24 21:13:24,user5,login,947
2026-09-24 21:13:25,user2,login,300
2026-09-24 21:13:26,user5,view,485
2026-09-24 21:13:27,user4,login,420
2026-09-24 21:13:28,user5,purchase,66
2026-09-24 21:13:29,user1,purchase,846
2026-09-24 21:13:30,user3,login,967
2026-09-24 21:13:31,user3,purchase,479
2026-09-24 21:13:32,user4,login,145
2026-09-24 21:13:33,user2,search,60
2026-09-24 21:13:34,user1,login,469
2026-09-24 21:13:35,user1,login,124
2026-09-24 21:13:36,user1,login,883
2026-09-24 21:13:37,user2,search,208
2026-09-24 21:13:38,user4,login,389
2026-09-24 21:13:39,user1,logout,956
2026-09-24 21:13:40,user2,logout,666
2026-09-24 21:13:41,user2,view,411
2026-09-24 21:13:42,user2,search,587
2026-09-24 21:13:43,user3,purchase,865
2026-09-24 21:13:44,user2,purchase,390
2026-09-24 21:13:45,user3,search,937
2026-09-24 21:13:46,user1,view,849
2026-09-24 21:13:47,user2,view,890
2026-09-24 21:13:48,user4,view,620
2026-09-24 21:13:49,user1,view,473
2026-09-24 21:13:50,user2,search,587
2026-09-24 21:13:51,user5,purchase,895
2026-09-24 21:13:52,user3,purchase,892
2026-09-24 21:13:53,user5,purchase,320
2026-09-24 21:13:54,user3,search,281
2026-09-24 21:13:55,user4,view,941
2026-09-24 21:13:56,user3,login,765
2026-09-24 21:13:57,user4,view,942
2026-09-24 21:13:58,user4,logout,399
2026-09-24 21:13:59,user1,view,786
2026-09-24 21:14:00,user3,login,104
2026-09-24 21:14:01,user3,search,279
2026-09-24 21:14:02,user3,purchase,218
2026-09-24 21:14:03,user4,purchase,445
2026-09-24 21:14:04,user3,login,605
2026-09-24 21:14:05,user4,login,226
2026-09-24 21:14:06,user2,purchase,705
2026-09-24 21:14:07,user4,login,809
2026-09-24 21:14:08,user2,view,253
2026-09-24 21:14:09,user1,search,819
2026-09-24 21:14:10,user5,login,193
2026-09-24 21:14:11,user5,search,450
2026-09-24 21:14:12,user3,logout,845
2026-09-24 21:14:13,user2,search,370
2026-09-24 21:14:14,user1,login,161
2026-09-24 21:14:15,user2,purchase,846
2026-09-24 21:14:16,user1,search,922
2026-09-24 21:14:17,user5,purchase,892
2026-09-24 21:14:18,user2,purchase,513
2026-09-24 21:14:19,user4,purchase,664
2026-09-24 21:14:20,user2,view,773
2026-09-24 21:14:21,user4,logout,784
2026-09-24 21:14:22,user2,purchase,59
2026-09-24 21:14:23,user1,purchase,301
2026-09-24 21:14:24,user5,purchase,800
2026-09-24 21:14:25,user5,login,460
2026-09-24 21:14:26,user2,search,293
2026-09-24 21:14:27,user3,logout,744
2026-09-24 21:14:28,user3,view,214
2026-09-24 21:14:29,user5,purchase,421
2026-09-24 21:14:30,user5,search,694
2026-09-24 21:14:31,user1,purchase,838
2026-09-24 21:14:32,user2,search,904
2026-09-24 21:14:33,user2,view,126
2026-09-24 21:14:34,user1,login,775
2026-09-24 21:14:35,user1,login,963
2026-09-24 21:14:36,user5,purchase,54
2026-09-24 21:14:37,user4,view,357
2026-09-24 21:14:38,user3,login,385
2026-09-24 21:14:39,user3,view,445
2026-09-24 21:14:40,user3,login,313
2026-09-24 21:14:41,user4,search,996
2026-09-24 21:14:42,user5,purchase,912
2026-09-24 21:14:43,user4,login,267
2026-09-24 21:14:44,user4,purchase,539
2026-09-24 21:14:45,user2,login,853
2026-09-24 21:14:46,user2,login,697
2026-09-24 21:14:47,user2,search,190
2026-09-24 21:14:48,user1,view,973
2026-09-24 21:14:49,user3,logout,223
2026-09-24 21:14:50,user5,purchase,124
2026-09-24 21:14:51,user3,search,705
2026-09-24 21:14:52,user4,view,526
2026-09-24 21:14:53,user5,view,685
2026-09-24 21:14:54,user2,login,576
2026-09-24 21:14:55,user1,purchase,481
2026-09-24 21:14:56,user2,search,128
2026-09-24 21:14:57,user4,logout,588
2026-09-24 21:14:58,user2,logout,946
2026-09-24 21:14:59,user3,login,572
2026-09-24 21:15:00,user2,purchase,313
2026-09-24 21:15:01,user3,login,364
2026-09-24 21:15:02,user1,login,680
2026-09-24 21:15:03,user5,logout,936
2026-09-24 21:15:04,user3,login,127
2026-09-24 21:15:05,user4,login,442
2026-09-24 21:15:06,user3,logout,230
2026-09-24 21:15:07,user2,purchase,337
2026-09-24 21:15:08,user1,login,120
2026-09-24 21:15:09,user3,view,954
2026-09-24 21:15:10,user3,login,847
2026-09-24 21:15:11,user2,purchase,428
2026-09-24 21:15:12,user1,search,194
2026-09-24 21:15:13,user5,logout,641
2026-09-24 21:15:14,user5,view,584
2026-09-24 21:15:15,user3,search,380
2026-09-24 21:15:16,user5,login,58
2026-09-24 21:15:17,user3,purchase,910
2026-09-24 21:15:18,user5,purchase,234
2026-09-24 21:15:19,user3,purchase,757
2026-09-24 21:15:20,user4,login,720
2026-09-24 21:15:21,user2,purchase,119
2026-09-24 21:15:22,user2,login,809
2026-09-24 21:15:23,user3,search,860
2026-09-24 21:15:24,user2,search,515
2026-09-24 21:15:25,user3,view,386
2026-09-24 21:15:26,user3,login,693
2026-09-24 21:15:27,user1,login,325
2026-09-24 21:15:28,user5,login,243
2026-09-24 21:15:29,user3,search,684
2026-09-24 21:15:30,user5,logout,477
2026-09-24 21:15:31,user3,purchase,553
2026-09-24 21:15:32,user1,login,664
2026-09-24 21:15:33,user1,login,382
2026-09-24 21:15:34,user4,view,450
2026-09-24 21:15:35,user3,login,335
2026-09-24 21:15:36,user2,purchase,982
2026-09-24 21:15:37,user5,login,513
2026-09-24 21:15:38,user4,view,615
2026-09-24 21:15:39,user3,view,899
2026-09-24 21:15:40,user3,search,402
2026-09-24 21:15:41,user5,purchase,493
2026-09-24 21:15:42,user1,login,107
2026-09-24 21:15:43,user4,search,755
2026-09-24 21:15:44,user5,logout,539
2026-09-24 21:15:45,user5,view,198
2026-09-24 21:15:46,user3,view,365
2026-09-24 21:15:47,user3,search,81
2026-09-24 21:15:48,user5,login,543
2026-09-24 21:15:49,user5,view,599
2026-09-24 21:15:50,user5,login,668
2026-09-24 21:15:51,user4,search,265
2026-09-24 21:15:52,user3,search,684
2026-09-24 21:15:53,user3,logout,829
2026-09-24 21:15:54,user5,purchase,386
2026-09-24 21:15:55,user3,view,769
2026-09-24 21:15:56,user3,login,980
2026-09-24 21:15:57,user3,logout,63
2026-09-24 21:15:58,user5,purchase,788
2026-09-24 21:15:59,user4,view,446
2026-09-24 21:16:00,user4,view,793
2026-09-24 21:16:01,user5,view,802
2026-09-24 21:16:02,user3,logout,940
2026-09-24 21:16:03,user5,logout,127
2026-09-24 21:16:04,user2,purchase,214
2026-09-24 21:16:05,user3,search,694
2026-09-24 21:16:06,user3,purchase,836
2026-09-24 21:16:07,user3,purchase,797
2026-09-24 21:16:08,user4,view,76
2026-09-24 21:16:09,user1,logout,192
2026-09-24 21:16:10,user4,search,804
2026-09-24 21:16:11,user1,login,552
2026-09-24 21:16:12,user1,search,837
2026-09-24 21:16:13,user1,view,862
2026-09-24 21:16:14,user5,logout,749
2026-09-24 21:16:15,user1,view,715
2026-09-24 21:16:16,user3,purchase,567
2026-09-24 21:16:17,user4,purchase,189
2026-09-24 21:16:18,user1,view,387
2026-09-24 21:16:19,user1,logout,169
2026-09-24 21:16:20,user5,view,576
2026-09-24 21:16:21,user2,search,362
2026-09-24 21:16:22,user5,view,473
2026-09-24 21:16:23,user5,login,107
2026-09-24 21:16:24,user3,purchase,474
2026-09-24 21:16:25,user5,logout,619
2026-09-24 21:16:26,user1,purchase,455
2026-09-24 21:16:27,user3,login,661
2026-09-24 21:16:28,user2,purchase,213
2026-09-24 21:16:29,user4,logout,174
2026-09-24 21:16:30,user5,logout,110
2026-09-24 21:16:31,user5,logout,408
2026-09-24 21:16:32,user3,view,967
2026-09-24 21:16:33,user1,purchase,574
2026-09-24 21:16:34,user4,purchase,748
2026-09-24 21:16:35,user4,search,655
2026-09-24 21:16:36,user2,view,84
2026-09-24 21:16:37,user1,login,930
2026-09-24 21:16:38,user3,purchase,98
2026-09-24 21:16:39,user3,search,242
2026-09-24 21:16:40,user2,logout,200
2026-09-24 21:16:41,user5,view,959
2026-09-24 21:16:42,user4,purchase,949
2026-09-24 21:16:43,user1,logout,886
2026-09-24 21:16:44,user5,logout,108
2026-09-24 21:16:45,user3,logout,528
2026-09-24 21:16:46,user3,search,264
2026-09-24 21:16:47,user2,purchase,449
2026-09-24 21:16:48,user2,search,436
2026-09-24 21:16:49,user2,logout,547
2026-09-24 21:16:50,user1,purchase,331
2026-09-24 21:16:51,user4,purchase,739
2026-09-24 21:16:52,user2,search,458
2026-09-24 21:16:53,user5,logout,383
2026-09-24 21:16:54,user2,purchase,742
2026-09-24 21:16:55,user4,search,111
2026-09-24 21:16:56,user1,view,113
2026-09-24 21:16:57,user3,view,710
2026-09-24 21:16:58,user4,search,227
2026-09-24 21:16:59,user3,purchase,384
2026-09-24 21:17:00,user4,purchase,78
2026-09-24 21:17:01,user1,login,503
2026-09-24 21:17:02,user5,search,735
2026-09-24 21:17:03,user2,view,641
2026-09-24 21:17:04,user5,view,169
2026-09-24 21:17:05,user1,search,353
2026-09-24 21:17:06,user5,search,179
2026-09-24 21:17:07,user5,login,54
2026-09-24 21:17:08,user2,login,889
2026-09-24 21:17:09,user1,view,618
2026-09-24 21:17:10,user4,login,349
2026-09-24 21:17:11,user3,purchase,452
2026-09-24 21:17:12,user1,login,919
2026-09-24 21:17:13,user4,purchase,649
2026-09-24 21:17:14,user3,login,727
2026-09-24 21:17:15,user4,view,463
2026-09-24 21:17:16,user1,view,618
2026-09-24 21:17:17,user4,purchase,192
2026-09-24 21:17:18,user2,login,960
2026-09-24 21:17:19,user5,search,225
2026-09-24 21:17:20,user5,logout,234
2026-09-24 21:17:21,user3,view,153
2026-09-24 21:17:22,user4,search,112
2026-09-24 21:17:23,user5,login,986
2026-09-24 21:17:24,user1,view,643
2026-09-24 21:17:25,user4,view,536
2026-09-24 21:17:26,user1,login,959
2026-09-24 21:17:27,user2,search,706
2026-09-24 21:17:28,user5,logout,103
2026-09-24 21:17:29,user4,view,479
2026-09-24 21:17:30,user4,login,315
2026-09-24 21:17:31,user4,logout,587
2026-09-24 21:17:32,user4,logout,157
2026-09-24 21:17:33,user2,view,472
2026-09-24 21:17:34,user5,purchase,698
2026-09-24 21:17:35,user2,purchase,245
2026-09-24 21:17:36,user3,search,757
2026-09-24 21:17:37,user2,purchase,871
2026-09-24 21:17:38,user4,login,687
2026-09-24 21:17:39,user4,view,859
2026-09-24 21:17:40,user3,login,849
2026-09-24 21:17:41,user4,login,271
2026-09-24 21:17:42,user4,logout,249
2026-09-24 21:17:43,user1,search,519
2026-09-24 21:17:44,user3,search,978
2026-09-24 21:17:45,user2,view,82
2026-09-24 21:17:46,user2,login,742
2026-09-24 21:17:47,user1,search,739
2026-09-24 21:17:48,user1,login,239
2026-09-24 21:17:49,user4,view,103
2026-09-24 21:17:50,user2,view,646
2026-09-24 21:17:51,user5,logout,683
2026-09-24 21:17:52,user3,login,670
2026-09-24 21:17:53,user5,search,238
2026-09-24 21:17:54,user4,logout,246
2026-09-24 21:17:55,user2,logout,583
2026-09-24 21:17:56,user3,purchase,626
2026-09-24 21:17:57,user4,view,949
2026-09-24 21:17:58,user5,search,910
2026-09-24 21:17:59,user4,login,966
2026-09-24 21:18:00,user2,login,538
2026-09-24 21:18:01,user4,purchase,620
2026-09-24 21:18:02,user2,logout,453
2026-09-24 21:18:03,user2,search,717
2026-09-24 21:18:04,user4,logout,973
2026-09-24 21:18:05,user2,search,451
2026-09-24 21:18:06,user5,login,268
2026-09-24 21:18:07,user3,login,603
2026-09-24 21:18:08,user1,logout,692
2026-09-24 21:18:09,user5,purchase,985
2026-09-24 21:18:10,user3,view,336
2026-09-24 21:18:11,user3,logout,541
2026-09-24 21:18:12,user4,login,228
2026-09-24 21:18:13,user3,search,763
2026-09-24 21:18:14,user5,purchase,252
2026-09-24 21:18:15,user4,login,835
2026-09-24 21:18:16,user2,login,212
2026-09-24 21:18:17,user3,search,872
2026-09-24 21:18:18,user5,view,935
2026-09-24 21:18:19,user2,login,126
2026-09-24 21:18:20,user2,logout,128
2026-09-24 21:18:21,user2,search,405
2026-09-24 21:18:22,user4,purchase,897
2026-09-24 21:18:23,user2,view,461
2026-09-24 21:18:24,user4,logout,955
2026-09-24 21:18:25,user5,purchase,918
2026-09-24 21:18:26,user4,search,458
2026-09-24 21:18:27,user3,login,610
2026-09-24 21:18:28,user3,login,972
2026-09-24 21:18:29,user3,logout,306
2026-09-24 21:18:30,user2,logout,831
2026-09-24 21:18:31,user4,logout,196
2026-09-24 21:18:32,user5,logout,438
2026-09-24 21:18:33,user4,view,398
2026-09-24 21:18:34,user5,login,368
2026-09-24 21:18:35,user3,logout,981
2026-09-24 21:18:36,user1,search,637
2026-09-24 21:18:37,user5,search,819
2026-09-24 21:18:38,user1,search,368
2026-09-24 21:18:39,user2,login,82
2026-09-24 21:18:40,user4,purchase,417
2026-09-24 21:18:41,user5,view,550
2026-09-24 21:18:42,user4,purchase,79
2026-09-24 21:18:43,user1,view,638
2026-09-24 21:18:44,user5,search,704
2026-09-24 21:18:45,user4,logout,260
2026-09-24 21:18:46,user5,purchase,473
2026-09-24 21:18:47,user4,search,822
2026-09-24 21:18:48,user3,login,388
2026-09-24 21:18:49,user1,purchase,313
2026-09-24 21:18:50,user1,login,928
2026-09-24 21:18:51,user2,login,947
2026-09-24 21:18:52,user4,login,733
2026-09-24 21:18:53,user1,search,964
2026-09-24 21:18:54,user2,login,182
2026-09-24 21:18:55,user1,logout,692
2026-09-24 21:18:56,user2,search,509
2026-09-24 21:18:57,user3,login,550
2026-09-24 21:18:58,user5,logout,210
2026-09-24 21:18:59,user1,login,501
2026-09-24 21:19:00,user5,logout,99
2026-09-24 21:19:01,user1,purchase,288
2026-09-24 21:19:02,user3,view,766
2026-09-24 21:19:03,user4,logout,804
2026-09-24 21:19:04,user3,logout,667
2026-09-24 21:19:05,user4,logout,955
2026-09-24 21:19:06,user2,view,405
2026-09-24 21:19:07,user5,logout,153
2026-09-24 21:19:08,user4,logout,143
2026-09-24 21:19:09,user3,purchase,160
2026-09-24 21:19:10,user3,search,895
2026-09-24 21:19:11,user5,search,409
2026-09-24 21:19:12,user2,search,250
2026-09-24 21:19:13,user2,purchase,989
2026-09-24 21:19:14,user2,search,711
2026-09-24 21:19:15,user5,view,836
2026-09-24 21:19:16,user5,purchase,257
2026-09-24 21:19:17,user1,view,616
2026-09-24 21:19:18,user2,purchase,117
2026-09-24 21:19:19,user1,view,57
2026-09-24 21:19:20,user1,search,534
2026-09-24 21:19:21,user2,purchase,946
2026-09-24 21:19:22,user1,view,661
2026-09-24 21:19:23,user4,search,818
2026-09-24 21:19:24,user4,purchase,154
2026-09-24 21:19:25,user1,purchase,456
2026-09-24 21:19:26,user4,view,718
2026-09-24 21:19:27,user4,purchase,581
2026-09-24 21:19:28,user5,login,677
2026-09-24 21:19:29,user1,purchase,737
2026-09-24 21:19:30,user1,logout,673
2026-09-24 21:19:31,user4,login,920
2026-09-24 21:19:32,user2,logout,665
2026-09-24 21:19:33,user4,login,537
2026-09-24 21:19:34,user4,login,547
2026-09-24 21:19:35,user3,logout,762
2026-09-24 21:19:36,user5,logout,156
2026-09-24 21:19:37,user5,logout,721
2026-09-24 21:19:38,user1,search,212
2026-09-24 21:19:39,user4,login,371
2026-09-24 21:19:40,user5,purchase,722
2026-09-24 21:19:41,user2,logout,85
2026-09-24 21:19:42,user5,login,672
2026-09-24 21:19:43,user4,logout,661
2026-09-24 21:19:44,user2,login,756
2026-09-24 21:19:45,user3,login,126
2026-09-24 21:19:46,user2,view,372
2026-09-24 21:19:47,user2,view,937
2026-09-24 21:19:48,user5,login,962
2026-09-24 21:19:49,user5,purchase,740
2026-09-24 21:19:50,user1,purchase,810
2026-09-24 21:19:51,user5,view,595
2026-09-24 21:19:52,user1,login,121
2026-09-24 21:19:53,user1,purchase,115
2026-09-24 21:19:54,user4,view,807
2026-09-24 21:19:55,user4,purchase,297
2026-09-24 21:19:56,user3,purchase,107
2026-09-24 21:19:57,user4,login,204
2026-09-24 21:19:58,user3,login,207
2026-09-24 21:19:59,user4,view,912
2026-09-24 21:20:00,user2,login,86
2026-09-24 21:20:01,user1,login,975
2026-09-24 21:20:02,user3,purchase,371
2026-09-24 21:20:03,user5,login,856
2026-09-24 21:20:04,user4,logout,628
2026-09-24 21:20:05,user5,logout,418
2026-09-24 21:20:06,user5,view,489
2026-09-24 21:20:07,user2,logout,497
2026-09-24 21:20:08,user3,view,996
2026-09-24 21:20:09,user1,purchase,419
2026-09-24 21:20:10,user4,logout,800
2026-09-24 21:20:11,user1,login,64
2026-09-24 21:20:12,user2,view,383
2026-09-24 21:20:13,user4,purchase,236
2026-09-24 21:20:14,user2,search,464
2026-09-24 21:20:15,user5,purchase,267
2026-09-24 21:20:16,user2,purchase,592
2026-09-24 21:20:17,user5,purchase,276
2026-09-24 21:20:18,user3,logout,252
2026-09-24 21:20:19,user4,purchase,413
2026-09-24 21:20:20,user5,view,641
2026-09-24 21:20:21,user3,purchase,261
2026-09-24 21:20:22,user4,login,715
2026-09-24 21:20:23,user5,logout,569
2026-09-24 21:20:24,user5,view,352
2026-09-24 21:20:25,user5,view,119
2026-09-24 21:20:26,user1,purchase,505
2026-09-24 21:20:27,user1,view,637
2026-09-24 21:20:28,user4,login,190
2026-09-24 21:20:29,user5,view,387
2026-09-24 21:20:30,user4,search,445
2026-09-24 21:20:31,user2,login,925
2026-09-24 21:20:32,user5,logout,361
2026-09-24 21:20:33,user2,purchase,453
2026-09-24 21:20:34,user3,purchase,520
2026-09-24 21:20:35,user3,purchase,57
2026-09-24 21:20:36,user1,view,139
2026-09-24 21:20:37,user1,search,516
2026-09-24 21:20:38,user4,view,656
2026-09-24 21:20:39,user5,logout,860
2026-09-24 21:20:40,user3,purchase,204
2026-09-24 21:20:41,user4,login,867
2026-09-24 21:20:42,user2,search,366
2026-09-24 21:20:43,user5,search,936
2026-09-24 21:20:44,user2,search,419
2026-09-24 21:20:45,user1,purchase,292
2026-09-24 21:20:46,user2,login,385
2026-09-24 21:20:47,user1,view,122
2026-09-24 21:20:48,user3,search,879
2026-09-24 21:20:49,user3,search,839
2026-09-24 21:20:50,user4,purchase,975
2026-09-24 21:20:51,user5,view,998
2026-09-24 21:20:52,user3,view,126
2026-09-24 21:20:53,user1,login,332
2026-09-24 21:20:54,user2,search,389
2026-09-24 21:20:55,user2,view,422
2026-09-24 21:20:56,user3,search,412
